address_id,city,line1,line2,zipcode,state
c64afae3-b11c-4097-85dd-6447548a0aaa,Kagoro,3368 Trailsway Junction,9,,
0ae450a0-dbe8-4e98-bdea-3a67f3910fc2,Souto da Costa,60 Fordem Street,45776,3700-599,Aveiro
f1f02cab-973f-4cce-bf26-5336e3dd5c42,Fukiage-fujimi,378 Scofield Parkway,9189,369-0137,
8bb069fc-0cec-4843-b7f1-3bbfb41ec1a6,Malianchuan,5 Leroy Lane,2,,
fdeebe10-fbe9-4435-b47c-108e26192e83,Huangbu,5 Dunning Point,716,,
dbd9f217-ff2e-4f60-add6-65c6ad7f9108,Eling,6669 Moose Park,512,,
31f5d700-ee57-45f0-b24b-13869ffd5eb1,Balangpule,356 Roxbury Plaza,6759,,
10975b66-58f8-4329-9562-557732856d8e,Taraban Timur,6103 Dapin Drive,77524,,
5203d3eb-9541-4ce4-bd0d-a863aed2968c,Besançon,6 Spaight Junction,87,25057 CEDEX,Franche-Comté
b1e9b60b-ef17-43ad-88d9-00f1267896be,Napuro,47 Nelson Drive,61579,6709,
5e9f13f6-3c1b-4a1f-b6b0-da866db33faa,Haolaishan,3986 Prairieview Way,9,,
121a612a-cb6c-45ce-8b28-a735cbe54bff,Posse,007 Carpenter Avenue,166,73900-000,
7d155e39-fd47-4eb6-9ad8-aaa84df3982c,Oranjestad,52536 Northport Parkway,117,,
bf9a3bdc-acb1-4734-9a68-0f7f07000692,Dessalines,7757 Service Alley,640,,
b097fd4d-cf66-4137-b10a-98f562c3d723,Novoaleksandrovsk,29075 Hoard Place,54024,356003,
6c7426e5-9254-41d3-a602-cff89790e1b9,Metz,6 Commercial Drive,0,57076 CEDEX 03,Lorraine
36d89d90-4082-4023-9bae-a60903bd15c1,Tanakawu Dua,2829 Onsgard Point,8,,
072c8ee5-eedc-446d-b57e-5c87c052725c,Ban Houayxay,3 Warbler Alley,8,,
ca0dcc1f-862b-4f68-85e6-37a623d12b20,Kralupy nad Vltavou,08368 Springview Center,2,278 01,
d48946d2-6006-4e50-a241-d43615f64a53,Baliuag Nuevo,4188 Roxbury Hill,64,2812,
444dd719-2b07-4717-a183-f94ead33b42e,Puan,95789 Golf Junction,28446,8180,
975eb3db-09b3-4acb-b53c-23c3962ae119,Bangilan,49323 Dawn Hill,442,,
be342899-eabd-472a-9557-4336eccb561a,Bayan Gol,4447 Bashford Point,5450,,
d9c65cc4-a0ed-403b-84e0-beaa81dadf96,Bergen op Zoom,119 Michigan Plaza,55635,4609,Provincie Noord-Brabant
3b473f38-fa35-4547-a112-dcb64eb30a6d,Javhlant,1723 Iowa Lane,5,,
59e08e3b-b5cc-4441-8afc-6a9b1dc03310,Nagoselo do Douro,55 Upham Crossing,9,5130-225,Viseu
e88a8f35-942c-4d54-a8db-d0f2936554fd,Xinglong,56 Buena Vista Junction,94,,
f8fae128-2ff4-4934-8fb0-21873c6001ce,Budapest,5963 Huxley Place,914,1136,Budapest
c5101808-6eb2-4145-9640-28398a3a1e01,Turtas,67 Superior Alley,218,626190,
04db0193-c274-4e72-a6e1-797b619be1d6,Paris 06,921 8th Lane,9,75280 CEDEX 06,Île-de-France
27faabbe-091b-4cc3-a247-ae6b9d45e9ed,Jambeyan,0 Carpenter Hill,1916,,
99402f24-9105-472d-9d90-bca11d0d310c,Tayginka,190 David Avenue,6834,456862,
35bfc57c-1660-4538-9187-fbe14c2bb24f,Posse,33457 Union Circle,22,73900-000,
5dcc595e-23c7-45e9-9b4e-55c7e170f89b,Jiangyou,31019 Burning Wood Drive,9949,,
e1ab1ca5-fc9f-474d-9272-ee7986d15c34,Nova Olímpia,42 Boyd Circle,1538,87490-000,
b081198f-6887-4833-a3c5-9f0520fe695e,Xihe,4 Dorton Point,6540,,
0fd9495c-0250-4be4-aeca-8d7dcf56f90f,Jiangzhang,91765 Kennedy Point,928,,
ac933443-3a86-4e05-ae9b-4c19281c2911,Hakha,526 Golf View Point,56027,,
4caf8230-f2c2-4e80-86f2-04ae3eb8210f,Bielawa,04 Loftsgordon Drive,250,58-263,
d15f88f0-743a-49b2-8184-ecb8acf1b8ef,Flandes,7 Rusk Circle,25168,733517,
bfb9da28-d807-41e0-9a65-43e239eddad1,Nizhnevartovsk,4084 High Crossing Alley,38211,628640,
446da0f1-73fe-4be2-92e4-ae6042b6d822,Xialiao,866 Mandrake Center,78553,,
7008e09c-aa85-4f75-970f-818c1c38c0f9,Charlotte,2 Rockefeller Alley,509,28230,North Carolina
bf3d89f0-80b0-47c5-81cb-0ef91ed6667b,Zhanping,2416 Ronald Regan Crossing,93300,,
3728a54c-e415-4288-8ae9-258f415676da,Jiancha,80233 Carioca Junction,69666,,
b2991de5-811d-4c12-91ec-a39a14951481,Limenária,110 Hollow Ridge Park,9196,,
4c2074d6-6624-40f1-a508-148bf025541e,Nador,5 Declaration Lane,15,,
f48fbbf9-6ada-4a44-bf8c-6a6187842fb4,Caçapava do Sul,41 Graedel Place,8,96570-000,
9b89be7c-1921-4450-aba7-aa69cb42e52b,les Escaldes,824 Schlimgen Crossing,63,AD600,
916fe24f-4b1c-4035-9432-08c33116a6c6,Little Current,2 Dovetail Way,3595,J6A,Ontario
689528af-d22b-4148-88fa-e66ed1cabd24,Huitong,54578 Southridge Center,2113,,
c80e5c4b-6c54-4894-9c0e-7224fb306ffe,Combita,21839 Northwestern Terrace,99811,150208,
8d0b7db0-0afa-4416-9597-dea1fdfd5b27,Saumur,05460 Service Junction,62,49411 CEDEX,Pays de la Loire
c01267b2-f6a3-469d-b134-e0a6c744a43e,Safotulafai,08627 Banding Plaza,23,,
c3ed878b-5b88-4e43-be54-80c9351d73d4,Örebro,10546 Mitchell Court,45,702 16,Örebro
60521472-b8f3-4f11-9b6c-627b03faa0d1,Nusajaya,9 Stuart Avenue,99693,79503,Johor
ce55cce4-3289-4ea5-8264-e596ff2628a8,Ejmiatsin,08 Schiller Plaza,65268,,
0b0c4742-0b24-4969-b04f-45402a82e34d,Tuchola,8 Beilfuss Drive,84,89-501,
349e0d59-b160-4523-b0fd-cc46e4feda9c,Namur,073 Bultman Trail,1,5100,Wallonie
31b1ffbc-6760-4906-9d24-8de01fe987ec,Carhuamayo,43286 Dennis Street,32,,
0b63f550-0ce1-4676-91ad-fc2a44bda699,Quinchía,3431 Welch Way,472,664008,
e1255cc1-d7c5-4d9e-a34d-a8b0a98fc704,Anaheim,17 Mariners Cove Park,958,92825,California
904ebf7f-fa81-4aff-9d8a-7898bdb7fd49,San Jacinto,41173 Anthes Circle,39,5417,
717bf728-89ad-4c55-bafb-3ea1aa688a9d,Andros Town,16995 Twin Pines Crossing,29460,,
b3c85407-9d8b-427d-aa37-0daa148ec305,Giado,8776 American Ash Way,7505,,
e0b8b828-1d19-4506-8afe-e3f7ddd09caf,Barong,631 Washington Parkway,70,2913,
5ad9995f-7b2f-45c1-bdfa-2f167148a3f8,Redon,783 Prairieview Circle,81262,35605 CEDEX,Bretagne
38ea3bdf-85be-48ea-b08c-e929bbe0928a,Kajuru,7 American Ash Park,1,,
61d18b9b-e18f-4a01-ab8c-f213802b7e4e,Las Palmas,80909 Waywood Court,95856,67710,Nuevo Leon
b1813956-af17-4e77-9742-d90377389d84,Stockholm,25 Tennyson Terrace,45609,105 17,Stockholm
86d07781-8c00-4210-9580-988ca6ef1b3b,Naga,88459 Golden Leaf Place,12,7004,
a0941acb-2445-41e9-9d6e-e134417a7089,Cimanggu,86 Luster Way,50,,
138bb815-bf3f-4baa-b2f6-b10e8d510a80,Taoyuan,710 Dixon Lane,98,,
25607f81-1e33-4a29-acde-8bb9c6c5f1fd,Sobradinho,5 Center Pass,44,96900-000,
ce11a854-9cd9-4be0-ad18-88be99331587,Fenghuang,21 Transport Alley,90255,,
29c5b254-ea1c-4402-b763-53ce5c9a07ca,Saijō,490 Ridgeview Road,7786,793-0213,
81c9b5db-4005-47cc-aea4-fdb50eabb279,San Francisco,46919 Heath Road,94,78490,San Luis Potosi
2b17abea-31e3-46e2-bcd9-218d5a0d7272,Jinyuan,6816 Melody Circle,564,,
9181a1e2-405c-4991-9bff-3da993f746e9,Sandakan,7729 Little Fleur Drive,68461,90705,Sabah
dca35209-cebb-45f9-b7c7-b8cb5546b941,Tijão,5 Cody Point,61,4880-106,Vila Real
4937a3a0-5f1a-4c92-ab13-93fb3cfca734,Lixu,2800 Armistice Trail,337,,
d675effe-2a12-4c63-a3c1-e5a205b726a7,Rizhao,8454 Vidon Trail,37,,
68d4308a-842f-4e2e-9a53-87ee5bda9ce0,Taipalsaari,29 Homewood Circle,66362,54920,
18e5fd57-85a2-473c-bd02-36b9ceaee5b6,Sandouping,9 Steensland Way,286,,
6ec26a65-5a52-485f-806d-b956835c2915,Tournai,26107 Mcguire Way,5,7504,Wallonie
c5b157ac-29d3-4a29-8196-6db828a36cb8,Puerto Princesa,7 Meadow Vale Point,9187,5300,
3ecfd4c9-2e40-486f-ac40-7955ee3228f5,Tillabéri,81626 Arapahoe Hill,1,,
f03b2d51-8c47-4225-a4c3-01bf145266d5,Fraga,044 3rd Terrace,503,4625-445,Porto
97431ca4-76f5-418d-bc1d-9689f9636ed3,Blinsung,3 Fairview Street,7688,2317,
5e39d6e9-5ee2-4295-86cd-c203b127d382,Shūkat aş Şūfī,4 Vidon Avenue,13920,,
6bf82268-d2a6-4ed6-bb45-18252cbebcff,Ar Rābiyah,2 Sundown Lane,84,,
1fb788f0-e262-4633-bd5c-5cbf72723f90,Nanortalik,56 Mesta Plaza,89,3922,
09237cef-fb4e-4b1e-bb8b-ff93940a7838,Čortanovci,7 Rowland Park,95462,,
c4852398-c64b-4559-8c7b-37553e97b632,Cloyne,4718 Haas Court,9971,P81,
086c0269-7906-4c8d-a48f-8a82af9b44cb,Kiiminki,0223 Thompson Place,331,90901,
cd166750-af43-403d-b43c-bbf6630c6935,Zhulin,90 Summit Way,8,,
99e49db1-5cd8-4ed4-be30-1a3bf33e0cb3,Tofa,1746 Westerfield Court,6160,,
4d517b61-e659-4e35-88bc-7258b2124a50,Wutan,13 Sullivan Circle,4017,,
d53a6d7a-9388-4957-9405-f5bc617c60a4,Thap Khlo,36470 Village Green Road,276,71000,
f89169cb-f467-4681-a474-42633176f5dd,Yam,0944 Jenifer Junction,8,142008,
8653c4c5-7cc8-4334-be84-7550a3229f85,Birendranagar,1 Gateway Court,5766,,
dea4128e-bd2f-4520-aec5-dfb8d4ba669f,Courbevoie,5611 Acker Alley,2,92404 CEDEX,Île-de-France
0c908b7c-d964-4e16-95b0-c74d6c354015,Takarazuka,01321 Schurz Terrace,37658,666-0137,
c6194a99-b50e-4d57-baf7-95cfa70c9bab,Geser,4231 Hansons Trail,65385,,
80c832a7-9b98-48b8-a9e5-fca8816672a7,Mýto,56 Hudson Trail,4,347 01,
848322b6-12e4-47ac-8c07-7c6ae5f4c221,Lysogorskaya,1 Loftsgordon Lane,487,357838,
f2cbcdf8-284c-4b47-b598-0589c785d9cf,Słotowa,2 Nobel Way,1,39-225,
887645ac-a338-4707-bc79-f1e8c36d96a7,Dongyangzhen,28 Iowa Hill,0,,
d93112b9-02eb-4d35-b785-7c28d29dcfe7,San Sebastian,7 Delaware Center,23376,6714,
68d0df34-89b8-402c-8711-775e3e6a41db,La Punta,1 Prairie Rose Junction,7,4203,
7908adc0-051d-4d5d-a1c7-da233348e303,Parista,2575 Colorado Street,63185,3122,
a7f1e094-05bc-43dd-aa97-a6ffd62420e6,Vidoši,90 Petterle Lane,4065,,
0463ee3d-683a-4c06-bc9a-ada962efac6c,Xinchengpu,4903 Northridge Street,7436,,
ac1ef393-2b63-4ae1-ad75-f8f7a718a6af,Harderwijk,9 Clarendon Point,7446,3844,Provincie Gelderland
0063f440-bb4f-4343-875b-2238eb60280d,Nîmes,46553 Barnett Alley,6,30028 CEDEX 9,Languedoc-Roussillon
97641b98-b2d7-44b7-9056-d2b6f071b5a7,Hongkeli,205 8th Terrace,259,,
7af2aef8-1737-4975-bcf2-d5acadf2db73,Kramfors,314 Crownhardt Alley,2913,872 24,Västernorrland
890aec74-a38a-4b69-907e-5c7150a32416,Planovskoye,73256 Monument Trail,2473,361222,
94b8d857-c056-4f46-ae16-87f480ca5f40,Bayanbulag,5375 Welch Point,514,,
ce86fb32-f70b-4462-acf4-dd17ab5901dc,Shuidun,16588 Orin Way,8,,
331cea99-34dc-45bd-9edd-a88e6c954655,Brataj,47969 Jenna Pass,521,,
05afd8fc-f3c3-4829-9f30-c5effeff84b2,Gramaços,73469 Katie Road,871,3400-044,Coimbra
64c53ba6-cfb3-469f-9b88-6c6b441fe675,Amberd,03575 Hollow Ridge Point,993,,
3ea67782-464a-4758-8042-d4117902f092,Pulau Pinang,91982 Scoville Street,5,10582,Pulau Pinang
2bba8a0d-e71a-46d6-88ad-4cda30e6b099,Gayny,89 Sommers Way,53,619650,
1c8257fc-d4a4-4ae3-9974-0553962b5d5c,Jīroft,5094 Green Ridge Street,267,,
1bf07eee-4566-4865-a84a-5c7bb7205d83,Loa Janan,1 Straubel Park,7,,
43496cd2-ef68-4350-8f01-7afc8e7ba69c,Kombissiri,7 Boyd Point,991,,
bee570db-514d-452e-9675-619db80ffbc5,Jaworzyna Śląska,1 Lakewood Court,3,58-140,
51333508-69b9-4a8d-8044-1d764bed88ca,Gudang,71688 Katie Terrace,45067,,
fc9115a9-e7a4-4899-8195-e02f967c387f,Berea,6347 Hazelcrest Court,4737,4362,
aeb3ec18-3d58-4d02-8b77-a601c83c03c6,Hod HaSharon,21112 Packers Avenue,71363,,
ab5d0f19-559d-4af5-9969-5188daaef991,Tiaong,84 Buhler Park,802,4325,
661c03b7-8505-4e3b-83fe-0492980bed1b,Chengguan,59040 Sloan Crossing,602,,
7d58642f-7bbf-4b4b-9f0a-8ca3c2cec864,Gawul,804 Erie Drive,49,,
356b6ff8-3e93-4508-bc5f-f627dd1d6eb8,Yantang,282 Pierstorff Terrace,6893,,
0de453ec-f415-4620-bad9-8f958e045fd0,Hanting,15 Harper Hill,60,,
4ce97056-ce60-464a-a2d2-d4c4f7618992,San Antonio,80822 Surrey Parkway,83250,,
f89d462e-c989-4dad-8cd9-a80d9530ef94,Dumlan,3 Burrows Park,716,8119,
354bd590-c6fb-47f8-815a-828a05c08b74,Amnat Charoen,7 Burrows Court,8949,70160,
67b431a6-94e3-4b27-a252-0241ed3997a4,Efkarpía,422 Eliot Plaza,3786,,
c4eecc11-b5f0-4690-b669-478f2ead7da6,Cáceres,684 Grim Alley,590,52458,
c14d9b60-0c9e-42de-8798-1d2aa4ffa2df,Nidek,55014 Northridge Circle,9,43-354,
fff19528-6faf-410b-9c7c-de7bb5959f78,Maoya,137 Mcguire Point,38,,
a3f66a67-1105-418c-8637-2b34e2b4b641,San Juan de la Maguana,60 Mariners Cove Road,2819,10805,
de9cccde-ec5c-40fa-b58c-959439a4bf20,San Pedro,73626 Riverside Pass,6917,,
afde6ffb-7e79-43f9-8c1f-920006bc0619,Citeluk,9987 Starling Avenue,9721,,
64fad028-344a-44f3-a240-c009cb2ce724,Tha Maka,02 2nd Drive,878,71120,
d96a3fb9-83f3-4036-aedf-27ed5607b3cc,Kacangan Lor,05094 Southridge Park,1772,,
394d2553-4d45-494a-ad55-7c74fd69854d,Pidsandawan,532 Kennedy Way,387,921,
143b60eb-7d5b-48c6-8282-2fad919b2258,Ostrów Wielkopolski,9469 Green Terrace,37,63-417,
b85aa4d2-65f5-4d12-8363-d112f75c76a1,Moorreesburg,748 Melrose Street,7,7312,
aba0b51b-0285-47b8-8db0-33f108f5aa01,Gaiyang,4975 Larry Center,54846,,
e7b9ba12-5fe8-48da-a59f-2c055c40fbe5,Wumahe,4 Hintze Point,58,,
ade70df5-82d2-4422-ac10-78596860970e,Linfen,579 Thierer Place,57,,
5702c897-e3d3-42d2-bf44-2a19ce0c3158,Asahi,305 Grover Junction,62719,989-2474,
f23435c9-ad0d-41f0-8786-ae5641d46530,Liujiachang,6 Mcbride Junction,10,,
e89c4c7f-6a11-4725-9c07-693985b221e3,Gelsenkirchen,46748 2nd Road,5103,45886,Nordrhein-Westfalen
eb1272a2-a932-4d94-9de5-54ce345bcaf0,Damatulan,11285 Esker Trail,280,9607,
da62d134-8523-4336-a7ef-4b93825d8393,Kongsvinger,8 Vernon Avenue,2,2212,Hedmark
8e7bb253-f736-499c-8670-e110f633cd74,Itacoatiara,1 Nobel Drive,9,69100-000,
f7b82e3f-b02f-4b80-8217-17e2939e6992,Shalushka,0 Corscot Crossing,8312,361424,
d5d202d0-9131-4fab-9f3a-1c656b66ddab,Szczawnica,0041 Morningstar Street,24,34-460,
173b8367-7409-48eb-8e46-ba0e36103d8b,Caluire-et-Cuire,62 Kenwood Drive,669,69644 CEDEX,Rhône-Alpes
55a3b379-2b58-4946-9d4e-07b4523f8aaa,Tajao,6 Bowman Road,621,6039,
5e62338d-c09f-44ee-b7d5-1a163f91d6f9,Uruobo-Okija,0107 Rutledge Avenue,68,,
f184fc02-92eb-4b2b-8425-6a99d05f49ba,Temayang,23975 La Follette Terrace,2805,,
9f6f9c4b-2725-4aeb-82ff-d7ae181e8964,Erhaodi,442 West Lane,326,,
d19eef32-011c-4cd2-bfa4-5a5ca9e44770,Danzao,91462 West Plaza,33,,
6cbe81b8-e7fa-409a-a0d0-133e79c34727,Yambol,11 Fulton Pass,18,8600,
b117aef4-d453-440b-b489-ad969caae62c,Huotong,23 4th Alley,4,,
9962cb55-7587-4e1b-ace0-d220d911422e,Las Heras,55 Sunfield Plaza,86870,9017,
93b46c76-cc07-49c1-8791-4100c39ed978,Gangjia,84391 Meadow Valley Junction,33389,,
9dd4beaa-cd26-47f4-b341-8a293f435c33,Mercedes,24368 Bobwhite Park,91,11503,
0e80e2e1-07a2-4398-82c1-f658b0bc1a30,Iparia,2851 Merrick Way,909,,
15418e3f-6e41-4726-bf96-4499a42e9c8c,Genengan Kulon,7 Roth Court,4,,
f8c7e919-05a2-47f3-88ec-fd51a958d136,Na Chueak,1389 Sunbrook Hill,20,44170,
95e78a98-cc35-415a-9457-de24e3872f13,Roanoke,36466 Green Ridge Parkway,93,24034,Virginia
5488ff68-7017-4d5e-8bf9-214985c8fcf9,Łodygowice,01654 Vahlen Alley,671,34-325,
ec6d265a-f092-4093-92de-61a62f86e475,Kyela,3818 Harbort Drive,6,,
d2a91360-ba02-4d21-94bd-7acb6a191311,Mary,09 Troy Road,930,,
33bd002a-d468-4881-908a-1afd719664d2,Ilha Solteira,403 Londonderry Trail,9,15385-000,
9bf7505e-ab05-4946-9b7b-fff28e50b534,Itapipoca,28 Namekagon Road,1,62500-000,
3061e3c7-2b88-486b-b893-3f29012376a6,Gastoúni,5010 Darwin Plaza,81,,
75058d26-9cb6-468e-957b-8d4eaadd9371,Leon,930 Lillian Park,83983,24010,Castilla - Leon
48d839a8-5384-4ae7-8b43-8cdb3bec83c5,Totolan,39486 Grover Lane,723,6346,
e9358802-c1cf-440b-83eb-3ed5e11913dc,Larkird,5 Moose Hill,5263,,
3b280ba4-a010-46a6-b253-c736888c09aa,Sumbergedong,9969 Linden Hill,282,,
832582e5-723a-4cba-b469-1ee1ce4269b8,Oenaik,613 Kedzie Road,4,,
0c898a8c-a6f9-4700-9113-3cb039a8ca37,Floreşti,93869 Brickson Park Circle,5,MD-5040,
d28c829a-3856-4970-a676-8ace02caa44f,Ban Ratsada,69 Burrows Court,3,83120,
d1e43187-7dc2-4792-bee9-be5cec8f29c6,Kissidougou,1735 Northview Place,4941,,
25a301db-3450-4d64-beac-1c8882e821ae,Illela,58 International Court,2,,
db7500ed-9efc-4041-9f53-b1a1f730e88d,Châtellerault,93933 Duke Hill,544,86104 CEDEX,Poitou-Charentes
131d17e9-8279-4157-903b-1f365d5eb87a,Lancaster,40307 Westridge Drive,9,17622,Pennsylvania
142fffa9-f3fb-43b0-9bf2-56ff4dde1744,Yangping,5916 Stone Corner Lane,9,,
14f18df4-ff90-4ca4-a30e-2a4d880a86fd,Qingshan,921 Bobwhite Hill,25630,,
6dc03ce7-80a1-4d49-8de2-493c1bc486ef,Arţās,5506 Sutherland Parkway,487,,
5d6b3368-6075-4cef-a427-603071fb9a66,Kalidawe,39362 Milwaukee Parkway,54416,,
23643e34-e3e4-4047-95eb-771dc992ff2a,Cornillon,1 Melvin Lane,14,,
bd2ad2b8-dde7-46ee-99d5-2330f901d7c2,Kapshagay,45 Londonderry Court,94,,
07e84584-d5bb-4b08-a4dc-7ffb39e75e31,Hanyū,4733 Veith Crossing,48,374-0055,
aeda3af0-5ca9-42f2-a9df-d8f841c5c553,Shashi,716 Shoshone Center,29,,
feb79dcb-58b7-414c-b1ab-a57f546edcbc,Kusi,3 8th Parkway,1365,,
920c4630-dc7d-4658-8b41-5fd3c6054862,Falkenberg,9919 Huxley Place,11701,311 35,Halland
6078a262-9698-4c9b-b35d-a0a238ec6d97,Faaa,26 Oriole Place,1,,
658e53e8-5719-4cfd-a025-02c0a73d2a8a,Kapasan,38055 Glacier Hill Trail,6,,
106fe0c8-3824-4ba8-9283-d43eac903666,Sabana Grande de Boyá,29856 School Way,9472,10405,
78bf60cc-f781-4850-8c1f-d0e7b2e8f15a,Bohdalov,639 Mockingbird Circle,840,592 13,
8fec62c9-c749-4b75-a4fc-71ddbc964573,Barvinkove,08624 Saint Paul Park,8822,,
f1dd9b57-f6bc-4104-b1f4-ea87477bd2d2,Štoky,0590 Pawling Lane,588,582 53,
c3a55951-ac0a-4148-af8b-6514202fa926,Qvareli,8034 Monument Crossing,20211,,
0d475391-f8e3-4ab2-a0aa-9ac6665f37da,Xiniqi,1 Larry Court,42,,
9d5c2b13-64fe-495a-85c5-e1536fb787ea,Zhangaqorghan,582 Nova Circle,34,,
c4b14622-6812-4b37-b00f-de8a8fcc3d13,Nailong,504 Ilene Alley,39,6012,
3f5d1e0d-89f6-445c-a384-9fd426edf689,Minusinsk,28389 Pleasure Avenue,56,662622,
27801a83-2b5e-48f6-80ef-eff0b69e43e8,Koilás,8874 Loomis Parkway,7,,
f0932e6e-6527-4ddc-a09e-233e59c220ac,Chanthaburi,65 Fairfield Place,9757,24120,
568402da-e48b-4a0e-a14b-bd9a21015794,Aroroy,708 Hoffman Drive,31,5414,
f8118f84-34dc-4aac-8275-a5a8b9aa289f,Bourges,9129 Cody Parkway,88896,18013 CEDEX,Centre
62b6bafc-02df-4bc1-b40f-1c8c532795e2,General Pinedo,1548 Talmadge Parkway,996,3732,
52f26e20-7199-4ccd-b477-00f628fe1fe0,Sukasada,36 Mesta Crossing,1,,
fbe4df99-2f18-454c-b2b1-ca9a1f436f4e,Velykyi Bereznyi,3 Badeau Alley,9,,
f02a723c-4b7e-48f9-b259-57280ac54c2f,Almaguer,647 Talisman Point,561,194089,
713a0718-788a-458a-a5cc-360f67f20861,Minh Lương,2 Vidon Lane,319,,
0a3d1a9a-cf9b-4ec2-94ad-8809c6001656,Ambatolampy,4769 Scoville Road,69,,
104af7c0-4796-421d-a76e-44c018d486bc,Ampelókipoi,21753 Victoria Terrace,6170,,
436272fc-b9b1-40bf-b528-89a5292d4055,Xiyuan,34 Welch Crossing,343,,
155c0464-645f-4e55-a5c3-36e95d979282,Zongluzui,6 Dwight Hill,2374,,
06d91fb1-b1a0-4645-875f-bedb2c933649,Proletar,340 Mandrake Lane,98779,,
bdd9bc25-3fae-49c2-b2f1-2b375d0a1afc,Qishui,6 Chinook Junction,42,,
610ab897-fbd9-41a0-901b-e8050ce24cc4,Gongdanglegi Kulon,8 Longview Crossing,73,,
6d47209a-09cb-4e46-9394-1b83845eaef8,Prudentópolis,8214 Sullivan Lane,5,84400-000,
61eb998f-40f0-4592-a233-b1aa3d1761f5,Pontinha,34514 Haas Parkway,103,1675-007,Lisboa
b17b311d-b343-4227-9e64-6882cb33aacf,Shikou,35193 Pennsylvania Drive,6,,
b23c595f-29b7-4cf3-809e-e367ba91c00d,Tamuning-Tumon-Harmon Village,2984 Aberg Junction,94969,96913,
394c2941-819f-414a-b59c-c3e387e10722,Lluidas Vale,4364 Elgar Park,4,,
ff1d3dd2-5aff-43e8-8f10-02d0292b2253,Juupajoki,3134 Mallory Crossing,1985,35540,
508c3bdd-77ff-4727-9776-400a99968800,Akriní,9250 Fisk Court,61,,
848c9652-fc2f-4e87-85ea-e5254b8bba6b,Wang Noi,0 Lawn Center,7546,13170,
7be7b982-b626-4c65-b9e7-338059e5178e,Magisterial,12 Manitowish Way,60,32350,Chihuahua
